Date,Event Title
2016-02-10,"In response to the launch of Kwangmyŏngsŏng-4 by North Korea, the South Korean government closed the Kaesong Industrial Region, a collaborative economic development run jointly by both countries."
2016-02-12,"In the first meeting between the leaders of the Catholic Church and the Russian Orthodox Church, Pope Francis and Patriarch Kirill of Moscow signed the Havana Declaration at José Martí International Airport in Cuba."
2016-03-19,"Flydubai Flight 981 crashed during an aborted landing at Rostov-on-Don Airport, Russia, resulting in the deaths of all 62 passengers and crew on board."
2016-04-03,"The first news stories on the Panama Papers were published, revealing that shell corporations represented by the Panamanian law firm Mossack Fonseca had been used for illegal purposes."
2016-04-22,"The Paris Agreement, an international treaty on climate change, opened for signature and was signed by 175 parties."
2016-05-01,"The evacuation of nearly 88,000 people began when a wildfire swept through Fort McMurray, Alberta, Canada, and burned for another 14 months, becoming the costliest disaster in Canadian history."
2016-06-12,"An Islamic terrorist killed 49 people in a mass shooting at the gay nightclub Pulse in Orlando, Florida."
2016-06-16,"Jo Cox, a British Member of Parliament, was murdered in her constituency."
2016-06-23,Citizens of the United Kingdom voted in favour of leaving the European Union.
2016-06-28,"Gunmen attacked Istanbul's Atatürk Airport, killing 45 people and injuring more than 230 others."
2016-07-07,"A U.S. Army Reserve veteran ambushed and shot at police officers in Dallas, Texas, killing five of them and injuring nine others, before being killed by a bomb attached to a police robot."
2016-07-14,"A man deliberately drove a truck into crowds in Nice, France, resulting in 86 deaths."
2016-07-15,"The Peace at Home Council, a faction of the Turkish Armed Forces, staged a coup d'état attempt against the government and President Recep Tayyip Erdoğan."
2016-07-26,Hillary Clinton becomes the first female nominee for President of the United States by a major political party at the Democratic National Convention in Philadelphia.
2016-07-27,"The last nine Aston Martin DB9 units rolled off the production line, marking the end of a twelve-year manufacturing period."
2016-08-12,The state-owned Taedonggang Brewing Company inaugurated the first beer festival in North Korea.
2016-08-29,"Chen Quanguo became the Chinese Communist Party secretary of Xinjiang, and in that role later oversaw the creation of the Xinjiang internment camps."
2016-09-23,"Following a number of high-profile sexual assaults, major reforms were enacted to strengthen laws related to rape in Germany."
2016-10-08,"Yemen War: A funeral in Sanaa was hit by two consecutive airstrikes  by a Saudi-led coalition, leaving 143–155 civilians dead and more than 525 injured."
2016-11-02,"The Chicago Cubs defeated the Cleveland Indians in the 2016 World Series, ending the longest championship drought in Major League Baseball history."
2016-11-04,"The Paris Agreement, under the United Nations Framework Convention on Climate Change, came into effect."
2016-11-06,"Syrian civil war: The Syrian Democratic Forces launched a successful military campaign to isolate and eventually capture Raqqa, the Islamic State's capital."
2016-11-09,"A tram derailment in Croydon, London, killed seven people."
2016-11-28,"LaMia Flight 2933 crashed near Medellín, Colombia, killing 71 people, many of whom were players from Chapecoense Football Club."
2016-12-02,"Thirty-six people died when a fire broke out at an illegally converted warehouse in Oakland, California, the deadliest U.S. building fire since 2003."
2016-12-09,"Park Geun-hye, the president of South Korea, was impeached, marking the culmination of the country's political scandal."
2016-12-19,"Andrei Karlov (pictured), Russia's ambassador to Turkey, was assassinated at an art gallery in Ankara."
2016-12-25,"A Tupolev Tu-154 of the Russian Defence Ministry crashed into the Black Sea shortly after taking off from Sochi International Airport, killing all 92 people on board."
2017-01-21,"Millions of people participated in the worldwide Women's March, to advocate for legislation and policies on human rights and other issues."
2017-01-29,"A lone gunman carried out a mass shooting at a mosque in Quebec City, Canada, killing six people and injuring up to nineteen others."
2017-02-13,"Kim Jong-nam, the half-brother of North Korean leader Kim Jong Un, was assassinated using VX nerve agent in Kuala Lumpur, Malaysia."
2017-02-23,Syrian civil war: Allied troops led by the Turkish Armed Forces captured the city of al-Bab from the Islamic State.
2017-03-02,"A naming ceremony for the chemical elements moscovium, tennessine, and oganesson took place at the Russian Academy of Sciences in Moscow."
2017-03-04,Construction began on a 69-metre (226 ft) statue of the Buddha at Wat Paknam Bhasicharoen in Bangkok.
2017-03-08,"The Azure Window, a limestone natural arch in Gozo, Malta, collapsed during a stor"
2017-03-29,"British prime minister Theresa May invoked Article 50 of the Treaty on European Union, formally beginning the United Kingdom's withdrawal from the European Union."
2017-04-07,"A hijacker deliberately drove a truck into crowds along Drottninggatan in Stockholm, Sweden, killing five people."
2017-04-11,"The tour bus of the German football team Borussia Dortmund was attacked with roadside bombs in Dortmund, killing a police officer and injuring one of the team's players."
2017-05-10,"Syrian civil war: The Syrian Democratic Forces, assisted by the U.S. military, captured the Tabqa Dam and surrounding countryside, completing the Battle of Tabqa."
2017-06-06,"Syrian civil war: The Syrian Democratic Forces (soldiers pictured) opened the Second Battle of Raqqa, the final phase of the Raqqa campaign, capturing the de facto capital of the Islamic State four months later."
2017-06-14,"A fire severely damaged Grenfell Tower in North Kensington, London, killing 72 people."
2017-06-17,"Wildfires erupted across central Portugal, eventually causing the deaths of 66 people."
2017-06-27,"Websites of Ukrainian organizations were swamped by a massive cyberattack, blamed on Russian military hackers, using the malware Petya."
2017-08-18,"Two people were fatally stabbed and eight others wounded by a rejected asylum seeker in an Islamist terrorist attack in Turku, Finland."
2017-08-19,"Around 250,000 farmed non-native Atlantic salmon were accidentally released into the wild near Cypress Island, Washington."
2017-09-03,"North Korea conducted its sixth and most powerful nuclear test at Punggye-ri, causing a magnitude-6.3 earthquake."
2017-09-06,"Hurricane Irma (pictured) reached peak intensity near the Caribbean islands of Barbuda, Saint Martin, and Virgin Gorda."
2017-09-15,"A homemade bomb partially exploded on an eastbound District line train at Parsons Green tube station in West London, injuring 30 passengers."
2017-10-01,"Stephen Paddock fired more than 1,000 rounds of ammunition from his hotel suite on a crowd attending the Route 91 Harvest music festival on the Las Vegas Strip, resulting in 60 deaths and 867 injuries."
2017-10-16,The Maltese journalist and anti-corruption activist Daphne Caruana Galizia was killed in a car bomb attack in Bidnija.
2017-10-19,"Canadian astronomer Robert Weryk discovered ʻOumuamua (depicted), the first known interstellar object detected passing through the Solar System."
2017-11-18,"Cyclone Numa, a rare ""medicane"", made landfall in Greece to become the worst weather event that the country had experienced since 1977."
2017-12-09,Same-sex marriage in Australia became legal as the Marriage Amendment (Definition and Religious Freedoms) Act 2017 came into effect.
2017-12-18,"An Amtrak Cascades passenger train derailed near DuPont, Washington, killing three people and injuring sixty-five others."
2018-01-04,"A passenger train collided with a truck and derailed in the Free State, South Africa, killing 21 people and injuring 254 others."
2018-01-14,"In the ""Minneapolis Miracle"", American football player Stefon Diggs caught a 61-yard touchdown pass that secured the Minnesota Vikings' victory in the National Football Conference divisional playoff game."
2018-01-16,"In Mrauk U, Myanmar, police fired into a crowd protesting the ban of an event to mark the anniversary of the end of the Kingdom of Mrauk U, resulting in seven deaths and twelve injuries."
2018-01-20,"A group of Taliban gunmen attacked the Inter-Continental Hotel in Kabul, Afghanistan, sparking a 12-hour battle that left at least 21 people dead."
2018-02-06,The SpaceX launch vehicle Falcon Heavy made its first flight (launch pictured).
2018-04-05,"Agents with the U.S. Immigration and Customs Enforcement raided a slaughterhouse in Tennessee, detaining nearly 100 Hispanic workers in one of the largest immigration raids in the history of the U.S."
2018-04-23,"A man intentionally struck pedestrians with a van on Yonge Street in Toronto, Canada, leading to 11 deaths."
2018-05-19,"The wedding of Prince Harry and Meghan Markle (both pictured) took place at St George's Chapel in Windsor Castle, England."
2018-06-01,"For the first time since its transition to democracy, the Congress of Deputies in Spain passed a motion of no confidence against the government."
2018-06-27,The Japanese space probe Hayabusa2 (artist's impression pictured) arrived at the asteroid Ryugu to collect samples for return to Earth.
2018-07-10,"The last members of a junior association football team and their coach were rescued from Tham Luang Nang Non, a flooded cave in northern Thailand."
2018-09-06,"The Supreme Court of India invalidated part of Section 377 of the Penal Code, thus legalising homosexuality in India."
2018-09-17,"The Israeli Air Force conducted missile strikes that hit multiple targets in western Syria, including one that accidentally downed a Russian plane."
2018-10-01,"The International Court of Justice ruled that Chile was under no obligation to restore Bolivia's access to the Pacific Ocean, which it had lost in the 19th century."
2018-10-15,"Thirteen-year-old Jayme Closs was kidnapped from her home in Barron, Wisconsin, and held captive for 88 days."
2018-11-30,"a magnitude 7.1 earthquake hit Anchorage, Alaska (pictured) and caused over 100 injuries."
2018-12-21,Operatives of the British Special Boat Service boarded the container ship Grande Tema in the Thames Estuary to detain four stowaways who had threatened the crew.
2018-12-28,"Netflix released Black Mirror: Bandersnatch, its first interactive content for adults."
2019-01-01,"The NASA space probe New Horizons flew by the trans-Neptunian object Arrokoth, making it the farthest object visited by a spacecraft."
2019-02-05,Pope Francis became the first pope to celebrate a papal Mass in the Arabian Peninsula.
2019-02-18,Seven members of Parliament in the United Kingdom resigned from the Labour Party to form a new political party called The Independent Group.
2019-02-22,A group broke into the North Korean embassy in Madrid and stole several mobile telephones and digital storage devices.
2019-03-10,"Ethiopian Airlines Flight 302 (aircraft pictured) crashed shortly after take-off from Addis Ababa, with the deaths of all 157 people on board."
2019-03-18,"Syrian civil war: The U.S. Air Force carried out an airstrike in al-Baghuz Fawqani, killing 64 civilians."
2019-03-21,"A major explosion at a chemical plant in Yancheng, China, killed 78 people and injured 640 others."
2019-04-10,"Scientists from the Event Horizon Telescope project released the first image of a black hole (depicted), located at the center of the galaxy M87."
2019-04-15,"A fire severely damaged Notre-Dame de Paris, destroying the cathedral's timber spire and much of the roof."
2019-04-23,"A landslide triggered the collapse of a jade mine in Hpakant, Myanmar, resulting in six confirmed deaths and presumed dozens more."
2019-05-05,"Aeroflot Flight 1492 was struck by lightning after leaving Moscow's Sheremetyevo International Airport and caught fire during the subsequent emergency landing attempt, killing 41 people on board."
2019-06-20,Iranian aircraft shot down an American drone over the Strait of Hormuz amid heightened tensions between the two countries.
2019-07-18,An arson attack at the studio of Kyoto Animation in Japan led to the deaths of 36 people.
2019-07-21,"People returning from anti-extradition bill protests were attacked (pictured) by suspected triad members in Yuen Long, Hong Kong, leaving 45 people injured."
2019-08-10,"Jeffrey Epstein, an American financier and convicted sex offender, was found dead in his cell at the Metropolitan Correctional Center, New York."
2019-08-10,"Having already caused severe flooding in the Philippines, Typhoon Lekima made landfall in Zhejiang, China, killing 45 people in the province."
2019-09-01,"Hurricane Dorian, the most powerful Atlantic hurricane on record outside the tropics, made landfall in the Bahamas at Category 5 intensity."
2019-09-14,Drone attacks on major processing facilities at Abqaiq and Khurais forced Saudi Arabia to cut more than half of its oil production.
2019-09-23,"The British travel company Thomas Cook Group ceased operations with immediate effect, leaving around 600,000 tourists stranded around the world."
2019-09-24,The Supreme Court of the United Kingdom unanimously ruled that advice given by Prime Minister Boris Johnson to Queen Elizabeth II that Parliament should be prorogued was unlawful.
2019-09-30,"President Martín Vizcarra dissolved the Congress of Peru, resulting in a constitutional crisis."
2019-10-08,"Anti-government protests calling for free and fair elections began in Baku, Azerbaijan."
2019-10-09,Syrian civil war: Turkish forces began an offensive into north-eastern Syria following the withdrawal of U.S. troops from the region.
2019-10-13,"At the Chicago Marathon, Kenyan runner Brigid Kosgei set the current marathon world record for women running in a mixed-sex race."
2019-10-18,"Protests in Santiago that started 11 days prior escalated into open battle against the Chilean national police, forcing President Sebastián Piñera to declare a state of emergency."
2019-10-27,"Christ Mocked (pictured) by Cimabue sold at auction in France for €19.5 million, a record for a pre-1500 artwork."
2019-11-09,"Pakistani prime minister Imran Khan inaugurated the Kartarpur Corridor, a visa-free border crossing connecting the Gurdwara Darbar Sahib to the Indian border."
2019-12-01,Vivianne Miedema scored six goals and had four assists for Arsenal W.F.C. in their 11–1 victory over Bristol City W.F.C. that broke the record for the most goals scored in a FA Women's Super League match.
2020-01-04,Sembawang Hot Spring Park in Singapore reopened after being redeveloped by the National Parks Board.
2020-01-07,"After 253 days without an operational government, a second round of investiture votes produced Spain's first coalition government since the Second Republic."
2020-01-26,"A Sikorsky S-76B helicopter crashed in Calabasas, California, killing all nine people on board, including former basketball player Kobe Bryant ."
2020-01-30,The World Health Organization declared the COVID-19 pandemic to be a public health emergency of international concern.
2020-02-09,Japanese figure skater Yuzuru Hanyu won the Four Continents Championships to become the only man to complete a Super Slam.
2020-02-25,"Hong Kong–based writer and publisher Gui Minhai, known for writing about Chinese Communist Party politicians, was sentenced to ten years' imprisonment for intelligence violations."
2020-03-27,North Macedonia became a member of the North Atlantic Treaty Organization (NATO).
2020-05-25,"George Floyd, an African-American man, was murdered during an arrest by a white police officer in Minneapolis, sparking protests in the U.S. and other countries."
2020-07-02,"A landslide at a jade mine in Hpakant killed 175-200 miners, the deadliest mining accident in Burmese history."
2020-07-13,"After a five day search, the body of American actress and singer Naya Rivera was recovered from Lake Piru, confirming her death."
2020-08-04,A large explosion of ammonium nitrate stored at the Port of Beirut in Lebanon killed 218 people and caused US$15 billion in damage.
2020-11-08,"Second Nagorno-Karabakh War: Azerbaijani forces defeated the self-proclaimed Republic of Artsakh in the Battle of Shusha, reclaiming the town after 28 years."
2020-11-10,"The British government announced that it had removed the last land mine from the Falkland Islands, laid by Argentine forces during the 1982 Falklands War."
2020-11-16,"The El Dorado Fire in California, United States, was extinguished after 71 days, having destroyed 20 structures and killed one firefighter."
2020-11-27,"Nuclear physicist Mohsen Fakhrizadeh, regarded as the chief of Iran's nuclear program, was assassinated, allegedly by Mossad."
2021-02-01,"The Burmese military staged the 2021 Myanmar coup d'état, which deposed the democratically-elected government of Aung San Suu Kyi, and sparked nationwide protests and a civil war."
2021-02-23,"Caused by gang rivalries, riots in four Ecuadorian prisons resulted in the deaths of 79 inmates."
2021-02-28,"Bus drivers in Greater Manchester began an eleven-week strike, one of the longest in British transportation history."
2021-03-07,"A series of four explosions at a military barracks in Bata, Equatorial Guinea caused at least 107 deaths."
2021-03-14,"The Burmese military and police forces killed at least 65 civilians during the Hlaingthaya massacre in Yangon, including those protesting a recent coup d'état."
2021-04-09,"Burmese military and police forces killed at least 82 civilians in the Bago massacre, including 2021 Myanmar coup d'état protesters."
2021-04-21,"The Indonesian Navy submarine Nanggala sank, resulting in the deaths of all 53 people on board."
2021-04-30,A crowd crush killed 45 people during the annual pilgrimage to the tomb of Rabbi Shimon bar Yochai in Israel.
2021-05-03,Twenty-six people are killed and ninety-eight are injured after an elevated section of the Mexico City Metro collapses.
2021-06-06,"A man rammed a pickup truck into Muslim Pakistani Canadian pedestrians in Ontario, Canada, killing 4 members of the same family and injuring the family's nine year old son."
2021-07-08,"Head of a Bear (pictured) sold at auction in London for a total of £8.8 million, a record for a drawing by Leonardo da Vinci."
2021-08-14,"A magnitude 7.2 earthquake struck in Haiti, killing at least 2,248 people and causing $1.5 billion in damages and economic loss."
2021-08-28,The second phase of the Thomson-East Coast MRT line opens for service
2021-12-12,"At the season-ending Abu Dhabi Grand Prix, Max Verstappen overtook Lewis Hamilton on the final lap to become the World Drivers' Champion."
2021-12-24,"Burmese military forces killed at least 40 civilians during the Mo So massacre in Kayah State, Myanmar."
